0.0081,0.5377
0.0131,1.8339
0.0182,-2.2588
0.0232,0.8622
0.0282,0.3188
0.0332,-1.3077
0.0383,-0.4336
0.0433,0.3426
0.0483,3.5784
0.0533,2.7694
0.0584,-1.3499
0.0634,3.0349
0.0684,0.7254
0.0734,-0.0631
0.0785,0.7147
0.0835,-0.2050
0.0885,-0.1241
0.0935,1.4897
0.0986,1.4090
0.1036,1.4172
0.1086,0.6715
0.1136,-1.2075
0.1187,0.7172
0.1237,1.6302
0.1287,0.4889
0.1337,1.0347
0.1388,0.7269
0.1438,-0.3034
0.1488,0.2939
0.1538,-0.7873
0.1589,0.8884
0.1639,-1.1471
0.1689,-1.0689
0.1739,-0.8095
0.1790,-2.9443
0.1840,1.4384
0.1890,0.3252
0.1940,-0.7549
0.1991,1.3703
0.2041,-1.7115
0.2091,-0.1022
0.2141,-0.2414
0.2192,0.3192
0.2242,0.3129
0.2292,-0.8649
0.2342,-0.0301
0.2393,-0.1649
0.2443,0.6277
0.2493,1.0933
0.2543,1.1093
0.2594,-0.8637
0.2644,0.0774
0.2694,-1.2141
0.2744,-1.1135
0.2795,-0.0068
0.2845,1.5326
0.2895,-0.7697
0.2945,0.3714
0.2996,-0.2256
0.3046,1.1174
0.3096,-1.0891
0.3146,0.0326
0.3197,0.5525
0.3247,1.1006
0.3297,1.5442
0.3347,0.0859
0.3398,-1.4916
0.3448,-0.7423
0.3498,-1.0616
0.3548,2.3505
0.3599,-0.6156
0.3649,0.7481
0.3699,-0.1924
0.3749,0.8886
0.3800,-0.7648
0.3850,-1.4023
0.3900,-1.4224
0.3950,0.4882
0.4001,-0.1774
0.4051,-0.1961
0.4101,1.4193
0.4151,0.2916
0.4202,0.1978
0.4252,1.5877
0.4302,-0.8045
0.4352,0.6966
0.4403,0.8351
0.4453,-0.2437
0.4503,0.2157
0.4553,-1.1658
0.4604,-1.1480
0.4654,0.1049
0.4704,0.7223
0.4754,2.5855
0.4805,-0.6669
0.4855,0.1873
0.4905,-0.0825
0.4955,-1.9330
0.5006,-0.4390
0.5056,-1.7947
0.5106,0.8404
0.5156,-0.8880
0.5207,0.1001
0.5257,-0.5445
0.5307,0.3035
0.5357,-0.6003
0.5408,0.4900
0.5458,0.7394
0.5508,1.7119
0.5558,-0.1941
0.5609,-2.1384
0.5659,-0.8396
0.5709,1.3546
0.5759,-1.0722
0.5810,0.9610
0.5860,0.1240
0.5910,1.4367
0.5960,-1.9609
0.6011,-0.1977
0.6061,-1.2078
0.6111,2.9080
0.6161,0.8252
0.6212,1.3790
0.6262,-1.0582
0.6312,-0.4686
0.6363,-0.2725
0.6413,1.0984
0.6463,-0.2779
0.6513,0.7015
0.6564,-2.0518
0.6614,-0.3538
0.6664,-0.8236
0.6714,-1.5771
0.6765,0.5080
0.6815,0.2820
0.6865,0.0335
0.6915,-1.3337
0.6966,1.1275
0.7016,0.3502
0.7066,-0.2991
0.7116,0.0229
0.7167,-0.2620
0.7217,-1.7502
0.7267,-0.2857
0.7317,-0.8314
0.7368,-0.9792
0.7418,-1.1564
0.7468,-0.5336
0.7518,-2.0026
0.7569,0.9642
0.7619,0.5201
0.7669,-0.0200
0.7719,-0.0348
0.7770,-0.7982
0.7820,1.0187
0.7870,-0.1332
0.7920,-0.7145
0.7971,1.3514
0.8021,-0.2248
0.8071,-0.5890
0.8121,-0.2938
0.8172,-0.8479
0.8222,-1.1201
0.8272,2.5260
0.8322,1.6555
0.8373,0.3075
0.8423,-1.2571
0.8473,-0.8655
0.8523,-0.1765
0.8574,0.7914
0.8624,-1.3320
0.8674,-2.3299
0.8724,-1.4491
0.8775,0.3335
0.8825,0.3914
0.8875,0.4517
0.8925,-0.1303
0.8976,0.1837
0.9026,-0.4762
0.9076,0.8620
0.9126,-1.3617
0.9177,0.4550
0.9227,-0.8487
0.9277,-0.3349
0.9327,0.5528
0.9378,1.0391
0.9428,-1.1176
0.9478,1.2607
0.9528,0.6601
0.9579,-0.0679
0.9629,-0.1952
0.9679,-0.2176
0.9729,-0.3031
0.9780,0.0230
0.9830,0.0513
0.9880,0.8261
0.9930,1.5270
0.9981,0.4669
1.0031,-0.2097
1.0081,0.6252
3.5535,0.1832
3.5585,-1.0298
3.5635,0.9492
3.5685,0.3071
3.5736,0.1352
3.5786,0.5152
3.5836,0.2614
3.5886,-0.9415
3.5937,-0.1623
3.5987,-0.1461
3.6037,-0.5320
3.6087,1.6821
3.6138,-0.8757
3.6188,-0.4838
3.6238,-0.7120
3.6288,-1.1742
3.6339,-0.1922
3.6389,-0.2741
3.6439,1.5301
3.6489,-0.2490
3.6540,-1.0642
3.6590,1.6035
3.6640,1.2347
3.6690,-0.2296
3.6741,-1.5062
3.6791,-0.4446
3.6841,-0.1559
3.6891,0.2761
3.6942,-0.2612
3.6992,0.4434
3.7042,0.3919
3.7092,-1.2507
3.7143,-0.9480
3.7193,-0.7411
3.7243,-0.5078
3.7293,-0.3206
3.7344,0.0125
3.7394,-3.0292
3.7444,-0.4570
3.7494,1.2424
3.7545,-1.0667
3.7595,0.9337
3.7645,0.3503
3.7695,-0.0290
3.7746,0.1825
3.7796,-1.5651
3.7846,-0.0845
3.7896,1.6039
3.7947,0.0983
3.7997,0.0414
3.8047,-0.7342
3.8097,-0.0308
3.8148,0.2323
3.8198,0.4264
3.8248,-0.3728
3.8298,-0.2365
3.8349,2.0237
3.8399,-2.2584
3.8449,2.2294
3.8499,0.3376
3.8550,1.0001
3.8600,-1.6642
3.8650,-0.5900
3.8700,-0.2781
3.8751,0.4227
3.8801,-1.6702
3.8851,0.4716
3.8901,-1.2128
3.8952,0.0662
3.9002,0.6524
3.9052,0.3271
3.9102,1.0826
3.9153,1.0061
3.9203,-0.6509
3.9253,0.2571
3.9303,-0.9444
3.9354,-1.3218
3.9404,0.9248
3.9454,0.0000
3.9504,-0.0549
3.9555,0.9111
3.9605,0.5946
3.9655,0.3502
3.9705,1.2503
3.9756,0.9298
3.9806,0.2398
3.9856,-0.6904
3.9906,-0.6516
3.9957,1.1921
4.0007,-1.6118
4.0057,-0.0245
4.0107,-1.9488
4.0158,1.0205
4.0208,0.8617
4.0258,0.0012
4.0309,-0.0708
4.0359,-2.4863
4.0409,0.5812
4.0459,-2.1924
4.0510,-2.3193
4.0560,0.0799
4.0610,-0.9485
4.0660,0.4115
4.0711,0.6770
4.0761,0.8577
